sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
856,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,1,,10,3.0,L,0,,52,SECA,ALL,3,4,4,,KGB-like (says Steve),,,,,,,,,,,,,,,,,,,,
857,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,SEME,ALL,1,14,14,,,,,,,,,,,,,,,,,,,,,,
858,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,HEDE,ALL,1,37,37,,MALE,,,,,,,,,,,,,,,,,,,,
859,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,BAITBALL,ALL,200,6,6,,"school of unknown bait, hundreds",,,,,,,,,,,,,,,,,,,,
860,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,SEBYTy,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
861,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,34,34,,,,,,,,,,,,,,,,,,,,,,
862,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,22,22,,,,,,,,,,,,,,,,,,,,,,
863,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,26,26,,,,,,,,,,,,,,,,,,,,,,
864,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
865,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
866,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
867,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,33,33,,MALE,,,,,,,,,,,,,,,,,,,,
868,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,31,31,,FEMALE,,,,,,,,,,,,,,,,,,,,
869,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,35,35,,FEMALE,,,,,,,,,,,,,,,,,,,,
870,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,SECA,ALL,7,3,3,,KGB-like (says Steve),,,,,,,,,,,,,,,,,,,,
871,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,SECA,ALL,4,4,4,,KGB-like (says Steve),,,,,,,,,,,,,,,,,,,,
872,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,21,21,,,,,,,,,,,,,,,,,,,,,,
873,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,23,23,,,,,,,,,,,,,,,,,,,,,,
874,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
875,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,AUFL,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
876,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEHE,ALL,1,24,24,,,,,,,,,,,,,,,,,,,,,,
877,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,21,21,,,,,,,,,,,,,,,,,,,,,,
878,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
879,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,26,26,,FEMALE,,,,,,,,,,,,,,,,,,,,
880,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,31,31,,FEMALE,,,,,,,,,,,,,,,,,,,,
881,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,32,32,,FEMALE,,,,,,,,,,,,,,,,,,,,
882,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,42,42,,FEMALE,,,,,,,,,,,,,,,,,,,,
883,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,SEBYTy,ALL,3,5,5,,,,,,,,,,,,,,,,,,,,,,
884,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,SEME,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
885,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
886,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,16,16,,,,,,,,,,,,,,,,,,,,,,
887,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
888,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
889,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,HEDE,ALL,1,19,19,,MALE,,,,,,,,,,,,,,,,,,,,
890,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEBYTy,ALL,4,5,5,,,,,,,,,,,,,,,,,,,,,,
891,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEBYTy,ALL,3,7,7,,,,,,,,,,,,,,,,,,,,,,
892,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,19,19,,,,,,,,,,,,,,,,,,,,,,
893,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
894,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,39,39,,,,,,,,,,,,,,,,,,,,,,
895,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,EMLA,ALL,1,26,26,,,,,,,,,,,,,,,,,,,,,,
896,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,EMLA,ALL,1,28,28,,,,,,,,,,,,,,,,,,,,,,
897,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,HEDE,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
898,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,HEDE,ALL,1,32,32,,MALE,,,,,,,,,,,,,,,,,,,,
899,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,RYOY,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
900,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,2,7,7,,,,,,,,,,,,,,,,,,,,,,
901,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,3,9,9,,,,,,,,,,,,,,,,,,,,,,
902,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,1,19,19,,,,,,,,,,,,,,,,,,,,,,
903,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,1,32,32,,,,,,,,,,,,,,,,,,,,,,
904,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,EMLA,ALL,1,26,26,,,,,,,,,,,,,,,,,,,,,,
905,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HELA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
906,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HEDE,ALL,1,22,22,,,,,,,,,,,,,,,,,,,,,,
907,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HEDE,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
908,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,SECA,ALL,12,3,3,,KGB-like (says Steve),,,,,,,,,,,,,,,,,,,,
909,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,EMLA,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
910,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,HEDE,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
911,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,AUFL,ALL,11,5,5,,,,,,,,,,,,,,,,,,,,,,
912,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SEBYTy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
913,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
914,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
915,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SEME,ALL,4,40,40,,,,,,,,,,,,,,,,,,,,,,
916,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SENE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
917,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
918,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
919,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
920,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,SCMA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
921,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4.0,L,N,,48,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
922,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,2,,35,4.5,L,N,,46,SEBYTy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
923,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,2,,35,4.5,L,N,,46,RYOY,ALL,4,4,4,,,,,,,,,,,,,,,,,,,,,,
924,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,2,,35,4.5,L,N,,46,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
925,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,2,,35,4.5,L,N,,46,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
926,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,3,,31,3.8,L,N,,47,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
927,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,3,,31,3.8,L,N,,47,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
928,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,3,,31,3.8,L,N,,47,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
929,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,4,,30,3.8,L,N,,46,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
930,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,1,,33,4.1,L,75,,49,SEME,ALL,15,20,20,,,,,,,,,,,,,,,,,,,,,,
931,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,1,,33,4.1,L,75,,49,SEME,ALL,2,45,45,,,,,,,,,,,,,,,,,,,,,,
932,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,1,,33,4.1,L,75,,49,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
933,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,2,,28,4.2,L,75,,48,SEME,ALL,1,55,55,,,,,,,,,,,,,,,,,,,,,,
934,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,2,,28,4.2,L,75,,48,SEME,ALL,2,50,50,,,,,,,,,,,,,,,,,,,,,,
935,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,2,,28,4.2,L,75,,48,OPEL,ALL,1,55,55,,,,,,,,,,,,,,,,,,,,,,
936,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,2,,28,4.2,L,75,,48,OPEL,ALL,1,70,70,,,,,,,,,,,,,,,,,,,,,,
937,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,3,,31,4.9,L,68,,48,SEBYTy,ALL,2,10,10,,,,,,,,,,,,,,,,,,,,,,
938,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,3,,31,4.9,L,68,,48,SEME,ALL,8,40,40,,,,,,,,,,,,,,,,,,,,,,
939,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,3,,31,4.9,L,68,,48,SEME,ALL,3,50,50,,,,,,,,,,,,,,,,,,,,,,
940,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,3,,31,4.9,L,68,,48,HEDE,ALL,1,35,35,,MYSID CLOUDS,,,,,,,,,,,,,,,,,,,,
941,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SEBYTy,ALL,20,5,5,,,,,,,,,,,,,,,,,,,,,,
942,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SEBYTy,ALL,5,7,7,,,,,,,,,,,,,,,,,,,,,,
943,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SEME,ALL,10,35,35,,,,,,,,,,,,,,,,,,,,,,
944,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SEME,ALL,5,40,40,,,,,,,,,,,,,,,,,,,,,,
945,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SEME,ALL,10,50,50,,,,,,,,,,,,,,,,,,,,,,
946,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,HEDE,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
947,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,HEDE,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
948,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
949,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,HEDE,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
950,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SCMA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
951,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,SCMA,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
952,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,10,BOT,4,,29,3.6,L,68,,49,AUFL,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
953,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,SEBYTy,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
954,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,SEME,ALL,4,45,45,,,,,,,,,,,,,,,,,,,,,,
955,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,SEME,ALL,5,25,25,,,,,,,,,,,,,,,,,,,,,,
956,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,SEME,ALL,2,18,18,,,,,,,,,,,,,,,,,,,,,,
957,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,EMLA,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
958,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
959,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
960,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
961,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,RHVA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
962,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,18,2.7,L,SSW,,53,RHVA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
963,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,SEME,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
964,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
965,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,SEME,ALL,3,30,30,,,,,,,,,,,,,,,,,,,,,,
966,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
967,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
968,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,EMLA,ALL,2,12,12,,,,,,,,,,,,,,,,,,,,,,
969,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,14,2.0,L,SSW,,54,EMLA,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
970,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,HEDE,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
971,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,EMLA,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
972,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,AUFL,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
973,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,AUFL,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
974,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
975,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,9,20,20,,,,,,,,,,,,,,,,,,,,,,
976,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,7,30,30,,,,,,,,,,,,,,,,,,,,,,
977,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,4,35,35,,,,,,,,,,,,,,,,,,,,,,
978,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,2,40,40,,,,,,,,,,,,,,,,,,,,,,
979,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,18,3.8,L,SSW,,54,SEME,ALL,2,50,50,,,,,,,,,,,,,,,,,,,,,,
980,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,SEBYTy,ALL,15,15,15,,,,,,,,,,,,,,,,,,,,,,
981,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,SEME,ALL,10,20,20,,,,,,,,,,,,,,,,,,,,,,
982,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,SEME,ALL,10,25,25,,,,,,,,,,,,,,,,,,,,,,
983,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,SEME,ALL,4,45,45,,,,,,,,,,,,,,,,,,,,,,
984,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,SEME,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
985,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
986,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,HEDE,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
987,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,18,3.6,L,SSW,,51,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
988,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SEBYTy,ALL,5,7,7,,,,,,,,,,,,,,,,,,,,,,
989,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SEME,ALL,10,10,10,,,,,,,,,,,,,,,,,,,,,,
990,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SEME,ALL,20,15,15,,,,,,,,,,,,,,,,,,,,,,
991,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SEME,ALL,5,20,20,,,,,,,,,,,,,,,,,,,,,,
992,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SECA,ALL,3,15,15,,,,,,,,,,,,,,,,,,,,,,
993,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,SECA,ALL,20,5,5,,,,,,,,,,,,,,,,,,,,,,
994,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
995,2019,7,23,Destruction Island,Jameal Samhouri,Ole Shelton,N,5,BOT,1,,17,4.6,L,N,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
