entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems,,,,,,,,,,,,,,,,,,,,
5207,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5208,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
5209,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,0-10m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5210,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,shell,1,,,,,,,,,,,,,,,,,,,,,,,
5211,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
5212,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5213,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5214,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5215,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,10-20m,COVER,CUPCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5216,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,CUPCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5217,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5218,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5219,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5220,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
5221,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5222,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,2,,,27,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5223,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5224,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5225,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5226,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5227,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5228,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5229,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5230,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,RELIEF,10cm-1m,8,,,,,,,,,,,,,,,,,,,,,,,
5231,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5232,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
5233,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,RELIEF,>2m,3,,,,,,,,,,,,,,,,,,,,,,,
5234,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5235,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
5236,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5237,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5238,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5239,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5240,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,0-10m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5241,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5242,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,COLTUN,1,,,,,,,,,,,,,,,,,,,,,,,
5243,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5244,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5245,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5246,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5247,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,BUSHY,1,,,,,,,,,,,,,,,,,,,,,,,
5248,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,10-20m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
5249,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5250,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
5251,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5252,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,COVER,BUSHY,2,,,,,,,,,,,,,,,,,,,,,,,
5253,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,3,,,30,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5254,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5255,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5256,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5257,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
5258,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,RELIEF,1m-2m,6,,,,,,,,,,,,,,,,,,,,,,,
5259,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5260,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
5261,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
5262,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5263,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5264,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,RELIEF,0-10cm,3,,,,,,,,,,,,,,,,,,,,,,,
5265,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
5266,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5267,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
5268,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5269,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5270,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,0-10m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
5271,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,shell,1,,,,,,,,,,,,,,,,,,,,,,,
5272,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5273,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,LEAFYRED,4,,,,,,,,,,,,,,,,,,,,,,,
5274,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5275,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5276,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,10-20m,COVER,BARNAC,1,,,,,,,,,,,,,,,,,,,,,,,
5277,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5278,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
5279,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5280,2019,7,23,Destruction Island,Ole Shelton,Jameal Samhouri,S,10,4,,,30,20-30m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
5281,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5282,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
5283,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
5284,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5285,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
5286,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5287,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5288,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5289,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,RELIEF,1m-2m,6,,,,,,,,,,,,,,,,,,,,,,,
5290,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
5291,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
5292,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,RELIEF,1m-2m,5,,,,,,,,,,,,,,,,,,,,,,,
5293,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
5294,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,COVER,shell,1,,,,,,,,,,,,,,,,,,,,,,,
5295,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,COVER,BRANCH,7,,,,,,,,,,,,,,,,,,,,,,,
5296,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,0-10m,COVER,LACY,2,,,,,,,,,,,,,,,,,,,,,,,
5297,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
5298,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
5299,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5300,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5301,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5302,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
5303,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5304,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,COVER,BRANCH,6,,,,,,,,,,,,,,,,,,,,,,,
5305,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,1,,,24,20-30m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5306,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5307,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,SUBSTRATE,BEDRK,2,,,,,,,,,,,,,,,,,,,,,,,
5308,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,SUBSTRATE,BOULD,8,,,,,,,,,,,,,,,,,,,,,,,
5309,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
5310,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
5311,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
5312,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
5313,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,RELIEF,>2m,6,,,,,,,,,,,,,,,,,,,,,,,
5314,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5315,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
5316,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,RELIEF,10cm-1m,7,,,,,,,,,,,,,,,,,,,,,,,
5317,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5318,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5319,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5320,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5321,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
5322,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5323,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5324,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,ARTCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5325,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,SPONGE,2,,,,,,,,,,,,,,,,,,,,,,,
5326,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,0-10m,COVER,COLTUN,1,,,,,,,,,,,,,,,,,,,,,,,
5327,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
5328,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
5329,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5330,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
5331,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5332,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,10-20m,COVER,COLTUN,1,,,,,,,,,,,,,,,,,,,,,,,
5333,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,COVER,SHELL,2,,,,,,,,,,,,,,,,,,,,,,,
5334,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
5335,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
5336,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,COVER,ENCRED,2,,,,,,,,,,,,,,,,,,,,,,,
5337,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,2,,,30,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5338,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5339,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5340,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5341,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
5342,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5343,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,RELIEF,>2m,4,,,,,,,,,,,,,,,,,,,,,,,
5344,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,RELIEF,>2m,2,,,,,,,,,,,,,,,,,,,,,,,
5345,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
5346,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
5347,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,20-30m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
5348,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,COVER,BRANCH,8,,,,,,,,,,,,,,,,,,,,,,,
5349,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
5350,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,COVER,CRUCOR,7,,,,,,,,,,,,,,,,,,,,,,,
5351,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5352,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
5353,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,10-20m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
5354,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,20-30m,COVER,BRANCH,8,,,,,,,,,,,,,,,,,,,,,,,
5355,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,20-30m,COVER,ENCRED,1,,,,,,,,,,,,,,,,,,,,,,,
5356,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,3,,,33,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
5357,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5358,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
5359,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,20-30m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
5360,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
5361,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,20-30m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
5362,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,0-10m,RELIEF,0-10cm,3,,,,,,,,,,,,,,,,,,,,,,,
5363,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,0-10m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
5364,2019,7,23,Destruction Island,Genoa Sullaway,Nick Tolimieri,N,10,4,,,32,0-10m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
