Site,Date,Observer,Transect,Quadrat,Quadrat.loc,Depth.ft,Species,Count,Size.cm,Percent.cover,Categorical.abundance,Notes,Transect area (inverts),Transect area (fish),Transect area (stipes),"Echinoderm size (TD, TR, BD, BR; T=Total, B=Basal, D=Diameter, R=Radius, L=length)",,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,Sponge,NA,NA,15,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,3,14,21,Snail,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,Foliose red algae,NA,NA,45,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,coralline algae,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,Kelp holdfast,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,Rock with barnacles,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,4,29,21,Snail,4,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,1,6,NA,NA,NA,NA,NA,NA,no quadrat 1 due to conditions; correct species names,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,kelp,NA,NA,40,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Foliose red algae,NA,NA,15,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,coralline algae,NA,NA,40,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Rock with barnacles,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Calliostoma,4,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Snail,3,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,tube worm,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Pisaster,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,2,9,21,Dermasterias,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,kelp,NA,NA,40,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,coralline algae,NA,NA,30,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Rock with barnacles,NA,NA,20,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Snail,17,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,3,18,19,Chiton,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,4,27,19,NA,NA,NA,NA,NA,no quadrat 4 info due to conditions; correct species names,,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,NA,NA,NA,Dermasterias,15,NA,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,1,NA,NA,NA,Henricia leviuscula,1,NA,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Dermasterias,16,NA,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Henricia leviuscula,5,NA,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Montereina nobilis,2,10,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Anthopleura xanthogrammica,1,15,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Anthopleura xanthogrammica,1,17,NA,NA,,30,,,,,,,,,,,,
Destruction Island SW,8/3/15,KF,2,NA,NA,NA,Pisaster,1,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Pterygophora californica stipes,51,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Saccharina dentigera stipes,22,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Nereocystis luetkeana stipes,59,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Pterygophora californica stipes,31,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Saccharina dentigera stipes,24,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Nereocystis luetkeana stipes,32,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Pisaster,2,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Henricia leviuscula,2,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Dermasterias,1,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Gumboot chiton,1,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Dirona,1,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Cucumaria,NA,NA,NA,c,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Ceratostoma,NA,NA,NA,p,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Hermissenda crassicornis,NA,NA,NA,p,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,NA,NA,NA,Styela,NA,NA,NA,p,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Anthopleura xanthogrammica,NA,NA,NA,c,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Mopalia muscosa,NA,NA,NA,p,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Dermasterias,2,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Henricia leviuscula,4,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Northern kelp crab,1,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,NA,NA,NA,Montereina nobilis,2,NA,NA,NA,,30,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Foliose red algae,NA,NA,85,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Henricia leviuscula,1,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,lightbulb tunicate,8,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Montereina nobilis,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Mytilus,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,1,28,21,Calliostoma,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,Foliose red algae,NA,NA,80,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,coralline algae,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,Umbrella crab,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,Tegula,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,2,20,23,Snail,18,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,kelp,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Kelp holdfast,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Triophe catalinidae,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Calliostoma,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,3,14,21,Metandrocarpa,25,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,4,6,19,Foliose red algae,NA,NA,90,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,4,6,19,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,4,6,19,Henricia leviuscula,1,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,1,4,6,19,Snail,22,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Gravel,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Calliostoma,6,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,1,28,23,Bittium,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,2,21,19,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,2,21,19,Gravel,NA,NA,25,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,2,21,19,Calliostoma,11,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,2,21,19,Bittium,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,2,21,19,orange cup coral,10,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Coralline encrusting,NA,NA,60,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Gravel,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Calliostoma,4,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Limpet,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Limacia cockerelli,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Ceratostoma,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Tonicella lineata,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,3,14,20,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Coralline encrusting,NA,NA,15,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,cobble,NA,NA,25,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,kelp,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Phyllospadix,NA,NA,15,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Calliostoma,5,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,Snail,13,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,lightbulb tunicate,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,KF,2,4,7,18,orange cup coral,3,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,1,28,17,Foliose red algae,NA,NA,80,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,1,28,17,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,1,28,17,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,1,28,17,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,2,20,16,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,2,20,16,Rock,NA,NA,40,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,2,20,16,Sponge,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,2,20,16,Sponge,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,2,20,16,calcareous tube worm,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Rock,NA,NA,15,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Coralline encrusting,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Gravel,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Styela,3,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Metandrocarpa,NA,NA,NA,A,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,3,14,17,Snail,4,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,4,7,17,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,4,7,17,Rock,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,4,7,17,Coralline encrusting,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,4,7,17,Cobble,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,4,7,17,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Nereocystis luetkeana stipes,15,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Stipes,9,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Dermasterias,1,NA,NA,NA,,30,, ,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Doris odhneri,4,8,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Ceratostoma,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Henricia leviuscula,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Anthopleura xanthogrammica,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Doris odhneri,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Henricia leviuscula,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Doris odhneri,1,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,2,NA,NA,NA,Urticina crassicornis,2,NA,NA,NA,,30,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Phyllospadix,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,cobble,NA,NA,45,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Styela,3,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Calliostoma,8,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Nucella spp.,4,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,1,28,15,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Rock with barnacles,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Coralline encrusting,NA,NA,35,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Coralline upright,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,cobble,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,kelp,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Calliostoma,13,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Nucella spp.,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,2,20,14,Metandrocarpa,NA,NA,NA,A,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Pterygophora californica,69,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,KF,1,NA,NA,NA,Nereocystis luetkeana,13,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,KF,1,3,13,12,Foliose red algae,NA,NA,65,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,3,13,12,Rock with barnacles,NA,NA,15,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,3,13,12,Coralline encrusting,NA,NA,15,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,3,13,12,Nucella spp.,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Coralline upright,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,cobble,NA,NA,45,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Kelp holdfast,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Chone aurantiaca,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,sponge,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,KF,1,4,6,11,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,Foliose red algae,NA,NA,35,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,coralline algae,NA,NA,35,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,Rock,NA,NA,25,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,Snail,8,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,epiactis prolifera,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,hermit crab,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,styela,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,1,2,16,Seastar,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,coralline algae,NA,NA,30,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,Spinynose sculpin,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,Snail,10,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,kelp crab,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,2,6,15,styela,2,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,Kelp holdfast,NA,NA,10,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,Foliose red algae,NA,NA,35,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,coralline algae,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,colonial tunicate,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,hydroids,NA,NA,15,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,Snail,4,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,hermit crab,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,styela,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,3,13,18,Nudibranch,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Cucumaria,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,coralline algae,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Rock,NA,NA,15,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Snail,16,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,styela,2,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Nudibranch,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,1,4,22,15,Cucumaria,2,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,coralline algae,NA,NA,45,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Cucumaria,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Spinynose sculpin,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Snail,3,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,epiactis prolifera,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,styela,2,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,1,2,13,Cucumaria,3,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,kelp,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,coralline algae,NA,NA,35,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Snail,2,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,epiactis prolifera,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,styela,5,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Dermasterias,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Henricia leviuscula,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,2,7,15,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,kelp,NA,NA,10,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,Foliose red algae,NA,NA,65,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,coralline algae,NA,NA,20,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,colonial tunicate,NA,NA,10,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,Snail,1,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,3,11,16,styela,6,NA,NA,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,4,26,15,kelp,NA,NA,15,NA,,,,,,,,,,,,,,
Teahwhit Head,8/3/15,KF,2,4,26,15,Foliose red algae,NA,NA,45,NA,,,,,,,,,,,,,,
